PctKids2Par,PctIlleg,racePctWhite,PctPersDenseHous,HousVacant,NumIlleg,numbUrban,FemalePctDiv,PctHousLess3BR,pctWInvInc,PctFam2Par,TotalPctDiv,MalePctDivorce,AsianPerCap,PctSpeakEnglOnly,PctLargHouseFam,HispPerCap,pctWPubAsst,racePctHisp,PctPopUnderPov,PctVacantBoarded,PersPerRentOccHous,PctHousOccup,PctImmigRec8,MedYrHousBuilt,PctNotSpeakEnglWell,MedOwnCostPctInc,PctPersOwnOccup,pctWFarmSelf,PctImmigRec10,OtherPerCap,NumStreet,agePct16t24,agePct12t21,PctImmigRec5,PctHousOwnOcc,blackPerCap,PersPerOwnOccHous,agePct65up,PctWOFullPlumb,PctRecImmig5,medIncome,pctWWage,NumUnderPov,agePct12t29,PctLargHouseOccup,medFamInc,PctImmigRecent,PctRecentImmig,PctRecImmig10,PctVacMore6Mos,MedOwnCostPctIncNoMtg,PctBornSameState,PctEmplManu,PersPerOccupHous,PctLess9thGrade,pctWRetire,pctWSocSec,PctBSorMore,PctOccupManu,PctHousNoPhone,PctNotHSGrad,PctWorkMomYoungKids,whitePerCap,PctEmplProfServ,OwnOccMedVal,PctYoungKids2Par,indianPerCap,PctRecImmig8,PctEmploy,pctUrban,MedRentPctHousInc,MalePctNevMarr,OwnOccLowQuart,PctUnemployed,MedRent,MedNumBR,PctWorkMom,PctTeen2Par,perCapInc,PctSameCity85,PctForeignBorn,RentHighQ,OwnOccHiQuart,racePctAsian,PctOccupMgmtProf,racepctblack,NumImmig,RentLowQ,PctSameState85,PctSameHouse85,RentMedian,PopDens,LandArea,NumInShelters,PersPerFam,PctUsePubTrans
Instance,343,268,160,88,87,46,43,38,37,36,35,34,33,30,30,30,28,27,23,23,22,22,21,20,20,19,19,19,19,17,17,16,16,16,15,15,15,15,14,14,14,14,14,14,14,13,13,13,13,12,12,12,12,12,12,12,12,12,12,11,11,10,10,10,10,9,9,9,9,9,8,8,8,8,8,8,8,8,8,8,7,7,7,7,7,6,6,6,6,6,6,5,5,4,4,4,2
